origine_dati,icona,link_icona,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,colori,colori_icona,morte,vittime,percentuale,descrizione,NAME
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Bemporad, Bianca",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Bemporad, Bianca"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Bemporad, Jole",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Bemporad, Jole"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Bemporad, Silvio",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Bemporad, Silvio"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Birnbaum, Rosa",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Birnbaum, Rosa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Borghi, Giorgia",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Borghi, Giorgia"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Cavalieri, Giuseppina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Cavalieri, Giuseppina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Fano, Emilio Felice",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Fano, Emilio Felice"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Farber, Bruno",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Farber, Bruno"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Farber, Davide",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Farber, Davide"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Fargion, Elisa",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Fargion, Elisa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Fink, Benzion",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Fink, Benzion"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Fink, Ester",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Fink, Ester"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Fink, Lina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Fink, Lina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Forti, Berta",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Forti, Berta"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Forti, Lionello",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Forti, Lionello"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Gutmann, Malvina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Gutmann, Malvina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Iesi, Carolina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,nn,"Iesi, Carolina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Lampronti, Carlo",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Lampronti, Carlo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Lampronti, Marco",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Lampronti, Marco"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Lampronti, Rina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Lampronti, Rina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Lampronti, Umberto",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Lampronti, Umberto"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Pesaro, Costanza",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Pesaro, Costanza"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Polacco, Alba",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Polacco, Alba"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rossi, Margherita",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rossi, Margherita"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rothstein, Adele",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rothstein, Adele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rothstein, Giorgio",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rothstein, Giorgio"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rothstein, Wanda",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rothstein, Wanda"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Saralvo, Cesarina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Saralvo, Cesarina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Saralvo, Rino",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Saralvo, Rino"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Treves, Elisa",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Treves, Elisa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Zamorani, Daniele",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Zamorani, Daniele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Melli, Medea",1944-02-15,15 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Melli, Medea"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Finzi, Gina",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Ravensbrueck,"Finzi, Gina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Ravenna, Eugenio",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Ravenna, Eugenio"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Ravenna, Giorgio",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Ravenna, Giorgio"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rietti, Alfredo",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rietti, Alfredo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rietti, Carlo",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Rietti, Carlo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Saralvo, Lilio",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Saralvo, Lilio"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Saralvo, Lindo",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Saralvo, Lindo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Schoenheit, Carlo",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Buchenwald,"Schoenheit, Carlo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Schoenheit, Franco",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Buchenwald,"Schoenheit, Franco"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Bassani, Albertina",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Bassani, Albertina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Cavalieri, Argia",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Cavalieri, Argia"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rietti, Gastone",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rietti, Gastone"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rietti, Giulia",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rietti, Giulia"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rietti, Leonella",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rietti, Leonella"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rietti, Nello",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rietti, Nello"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Fink, Isacco",1944-03-10,10 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Fink, Isacco"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Conegliano, Bruno",1944-04-22,22 aprile 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Conegliano, Bruno"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Conegliano, Giulio Beniamino",1944-04-22,22 aprile 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Conegliano, Giulio Beniamino"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Zamorani, Maria",1944-04-22,22 aprile 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Zamorani, Maria"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Zevi, Emma",1944-04-22,22 aprile 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Zevi, Emma"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Neppi, Olga",1944-05-09,9 maggio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Neppi, Olga"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Finzi, Edgardo",1944-05-07,7 maggio 1944,Ferrara,44.83333,11.61667,Milano,Lombardia,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Finzi, Edgardo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Vita Finzi, Alberto",1943-10-07,7 ottobre 1943,Ferrara,44.837786,11.619579,Genova,Liguria,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,nn,"Vita Finzi, Alberto"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Caro, Giuseppe",1943-12-01,1 dicembre 1943,Ficarolo,44.9543,11.4366,Rovigo,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Bergen Belsen,"Caro, Giuseppe"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Hodara, Clara",1943-12-05,5 dicembre 1943,Ficarolo,44.9543,11.4366,Rovigo,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Bergen Belsen,"Hodara, Clara"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Caro, Violetta",1944-05-31,31 maggio 1944,Ficarolo,44.9543,11.4366,Rovigo,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Bergen Belsen,"Caro, Violetta"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Levi, Bruno",1944-08-01,1 agosto 1944,Ficarolo,44.9543,11.4366,Rovigo,Veneto,Italia,nazifascisti,orange,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Levi, Bruno"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Jewell, Phoebe",1944-05-16,16 maggio 1944,Fiesole,43.80455,11.29487,Florence,Toscana,Italia,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Bergen Belsen,"Jewell, Phoebe"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Miranda, Alfredo",1944-05-16,16 maggio 1944,Fiesole,43.80455,11.29487,Florence,Toscana,Italia,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Bergen Belsen,"Miranda, Alfredo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alatri, Vittoria",1944-01-31,31 gennaio 1944,Fiesole,43.80455,11.29487,Florence,Toscana,Italia,nn,white,black,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alatri, Vittoria"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Sander, Lilli",1943-11-30,30 novembre 1943,Fiesso Umbertiano,44.9607,11.6058,Rovigo,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Sander, Lilli"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Schloss, Hans Werner",1943-11-30,30 novembre 1943,Fiesso Umbertiano,44.9607,11.6058,Rovigo,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Schloss, Hans Werner"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Schloss, Hermann",1943-11-30,30 novembre 1943,Fiesso Umbertiano,44.9607,11.6058,Rovigo,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Schloss, Hermann"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Reutlinger, Albertina",1944-02-13,13 febbraio 1944,Finale Ligure,44.16952,8.3436,Savona,Liguria,Italia,nn,white,black,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Reutlinger, Albertina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Reggio, Gisella",1943-10-10,10 ottobre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Reggio, Gisella"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Reggio, Iole",1943-10-10,10 ottobre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Reggio, Iole"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Reggio, Rina",1943-10-10,10 ottobre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Reggio, Rina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Calò, Quintilio",1943-10-31,31 ottobre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Calò, Quintilio"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rubitscheck, Fanny",1943-11-24,24 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rubitscheck, Fanny"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Rubitscheck, Laura",1943-11-24,24 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Rubitscheck, Laura"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Cantoni, Margherita",1943-11-30,30 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Cantoni, Margherita"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Cohn, Erich",1943-11-30,30 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Cohn, Erich"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Musafja, Jakob",1943-12-01,1 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Musafja, Jakob"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Sorani, Aldo",1943-12-01,1 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Sorani, Aldo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Paggi, Goffredo",1943-12-07,7 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Paggi, Goffredo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Sadun, Diodato Gastone",1943-12-15,15 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Sadun, Diodato Gastone"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Orvieto, Leone Alberto",1943-12-17,17 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Orvieto, Leone Alberto"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Calò, Matilde",1943-12-27,27 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Calò, Matilde"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Sadun, Amiel",1943-12-27,27 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Sadun, Amiel"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Sadun, Lya",1943-12-27,27 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Sadun, Lya"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Sadun, Vittorio Emanuele",1943-12-27,27 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Sadun, Vittorio Emanuele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Calò, Zaira",1943-12-29,29 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Calò, Zaira"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Bemporad, Lelia",1943-12-31,31 dicembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,gray,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Bemporad, Lelia"
