origine_dati,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,morte,vittime,descrizione
atlante_stragi,pugnalata,MELDOLA 02.04.1944,1944-04-02,2 aprile 1944,Meldola,44.1270334,12.0607782,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,punitivo,2,"Fontanoni e Zuccaroli furono fatti prigionieri a Frontino (Pesaro Urbino) dove si trovavano in missione. I fascisti trovarono addosso a Fontanoni dei buoni di requisizione della 5. brigata Garibaldi, arrestarono entrambi e li consegnarono al comando di Carpegna (Pesaro Urbino). I due uomini vennero poi trasferiti in Romagna. Fontanoni, interrogato nella Casa del fascio di Meldola (Forlì Cesena), fu pugnalato a morte da un fascista. Nella notte i fascisti, forse per occultare l’uccisione a seguito di torture nella Casa del fascio, portarono il suo corpo sulla strada dei Masottini nei pressi di un podere dove il giorno precedente avevano ucciso due giovani che si stavano recando in montagna per unirsi ai partigiani (Bruno Focaccia e Paolo Fabbri)."
last_letters,nn,"Paulucci de Calboli Ginnasi, Gian Raniero",1944-08-14,14 agosto 1944,Muro esterno del cimitero di Terra del Sole ,44.182555,11.955011,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,fucilazione,1,"In contatto con i dirigenti della resistenza forlivese, fu arrestato una prima volta nel luglio 1944 e una seconda il 12 agosto. In questa circostanza fu tradotto a Castrocaro dove fu torturato fino al processo sommario."
last_letters,nn,"Paulucci de Calboli Ginnasi, Gian Raniero",1944-08-14,14 agosto 1944,Muro esterno del cimitero di Terra del Sole ,44.182555,11.955011,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,fucilazione,1,"In contatto con i dirigenti della resistenza forlivese, fu arrestato una prima volta nel luglio 1944 e una seconda il 12 agosto. In questa circostanza fu tradotto a Castrocaro dove fu torturato fino al processo sommario."
atlante_stragi,fucilazione,PIANDISPINO-VALDINOCE MELDOLA 22.06.1944,1944-06-22,22 giugno 1944,Piandispino-Valdinoce,44.0590329,12.1062264,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,punitivo,2,"Il 22 giugno 1944 un reparto della 2. compagnia della Legione M “Guardia del Duce”, 2. battaglione, in azione nella zona di Meldola fermò Solideo Bazzocchi e Remo Cangere come renitenti alla leva. I militi perquisiti i due giovani e trovata una pistola addosso a Bazzocchi lo fucilarono nella frazione Piandispino-Valdinoce nei pressi della chiesa di San Mattia. Nella stessa operazione fu fermato un terzo renitente alla leva: Arvedo Cangini. Il corpo di Bazzocchi fu lasciato sul luogo dell’uccisione e solo dopo un paio di giorni fu dato il permesso alla madre di avvicinarsi alla salma."
atlante_stragi,fucilazione,PONTE RUFFIO CESENA 18.08.1944,1944-08-18,18 agosto 1944,Ponte Ruffio,44.1465863,12.3097763,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,rastrellamento,9,"Nella seconda metà di agosto del 1944 le Brigate nere riuscirono, grazie alla collaborazione di alcuni delatori, tra cui un ex partigiano catturato (secondo alcuni testimoni poteva trattarsi di un infiltrato), a individuare numerosi membri dei Gap della zona di Cesenatico (FC), in parte uccisi (v. Episodi di San Giorgio (FC), 22 agosto 1944 e Cesena, Rocca (FC), 3 settembre 1944) e un gruppo di marinai disertori. Il gruppo era composto dal maresciallo Giuseppe Poggiali e dai giovani Gino Gusella, Rino Liverani, Angelo Prodi, Tullio Giorgetti, Guglielmo Zannuccoli e Sauro Casali in servizio al semaforo marittimo militare di Cesenatico fino al suo smantellamento, dopo il quale il gruppo decise di disertare e di unirsi alle formazioni partigiane. Per farlo presero contatto con antifascisti e partigiani della zona di Cesenatico e si spostarono nei dintorni di Cesena per partire per l’Appennino e raggiungere l’8ª brigata Garibaldi. La sera del 18 agosto 1944 il gruppo, a cui si erano aggiunti altri tre uomini che volevano aggregarsi ai partigiani (Dino Ricci, Arnaldo Gaza e Isacco “Sascia” Hakim), si trovava a Ponte Ruffio nella casa colonica della famiglia Pieri. Qui, grazie ad una delazione di uno dei partigiani che aveva indirizzato i marinai in zona e che dopo essere stato catturato svolgeva il ruolo di informatore dei fascisti, venti o trenta brigatisti neri di Cesena (secondo alcune fonti unitamente ad alcuni tedeschi) raggiunsero i marinai e gli altri tre uomini che si erano uniti a loro, li fecero prigionieri e, legatili tutti insieme, li portarono al centro del ponte di Ruffio e li uccisero sparando loro. Sauro Casali si salvò perché all’arrivò dei fascisti si trovava fuori dalla casa e fuggì. Gino Gusella fu legato con gli altri, ma fu solo ferito ad un braccio e si salvò fingendosi morto tra i corpi dei compagni."
atlante_stragi,uccisione con armi da fuoco,RICÒ DI MELDOLA 20.02.1944,1944-02-20,20 febbraio 1944,Ricò,44.0765028,12.0339871,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,legato al controllo del territorio,2,"Il 20 febbraio 1944 Massimo Mengozzi, accompagnato dai partigiani Angelo Maltoni e Adelmo Zanchini, transitava in bicicletta nella località Ricò del Comune di Meldola per recarsi in montagna tra i partigiani. Tre militi della GNR di Ricò di Meldola intimarono ai tre uomini di fermarsi. Maltoni e Zanchini si fermarono, mentre Mengozzi superò di qualche metro gli altri e i militi (secondo le deposizioni dei suoi compagni e di due testimoni stava rallentando per fermarsi) e per questo motivo il milite Antonio Graziani aprì il fuoco contro di lui. Graziani negli interrogatori e nei processi intentati contro di lui disse che Mengozzi non si era fermato e che i militi avevano l’ordine di sparare a chi non si fermava all’alt. Secondo la sentenza della Corte d’Assise straordinaria di Forlì Graziani sparò da distanza ravvicinata alle spalle e alla testa di Mengozzi e lo uccise, mentre secondo le dichiarazioni di Graziani egli sparò in aria per avvertimento e poi di nuovo quando Mengozzi non si fermò. Gli altri due uomini furono fermati, tradotti a Forlì e incarcerati.Dalle carte dei procedimenti celebrati davanti alla Corte d’Assise straordinaria di Forlì risulta che con i tre partigiani vi era anche Maria Valenti che aveva una relazione con Mengozzi e che trasportava con la sua bicicletta le armi dei tre uomini, potendo come donna superare più agevolmente i posti di blocco ed eludere i controlli. Maria Valenti che precedeva il gruppo superò, infatti, i militi, si sbarazzò delle armi e torno a Forlì. Poco tempo dopo fu fermata per accertamenti poiché Mengozzi aveva addosso una sua fotografia, ma fu subito rilasciata perché, pur ammettendo che conosceva bene Mengozzi, disse che non lo vedeva da diversi mesi."
atlante_stragi,fucilazione,ROCCA DI CESENA 03.09.1944,1944-09-03,3 settembre 1944,"Rocca di Cesena, sferisterio",44.1396438,12.2464292,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,punitivo,9,"Nella seconda metà di agosto del 1944 le Brigate nere riuscirono, grazie alla collaborazione di alcuni delatori, tra cui un ex partigiano catturato (secondo alcuni testimoni poteva trattarsi di un infiltrato), a individuare un gruppo di marinai disertori che volevano unirsi alle formazioni partigiane (uccisi a Ponte Ruffio: v. Episodio di Ponte Ruffio (FC), 18 agosto 1944) e numerosi membri dei Gap della zona di Cesenatico (FC). Nei giorni attorno al 20 agosto 1944 i fascisti arrestarono Urbano e Gino Sintoni nella loro abitazione di Villalta di Cesenatico. Sebastiano Sacchetti, Oberdan Trombetti, Gino Quadrelli e Gino Cecchini furono catturati nella casa di quest’ultimo a Bagnarola di Cesenatico: i quattro uomini erano fra i responsabili dell’affondamento di due barconi nel porto canale di Cesenatico, risalente al luglio 1944, congegnato ed attuato per evitare che i nazisti prendessero i barconi e li affondassero all’entrata del porto con lo scopo di impedire agli Alleati l’ingresso a Cesenatico. Urbano Fusconi fu invece catturato a San Giorgio (FC) il 22 agosto 1944, quando i fascisti irruppero a casa del colono Colombo Barducci dove si era da poco conclusa una riunione di antifascisti tra cui il responsabile del Cln di Cesena Ernesto Barbieri (v. Episodio di San Giorgio (FC), 22 agosto 1944): Fusconi riuscì a fuggire e a nascondersi, ma fu trovato e arrestato. Tra gli arrestati di quei giorni vi erano anche Adamo Argangeli, Dino Ricci, Dario e Clara Sintoni, fratello e sorella di Gino e Urbano, Iris Casadio, cognata dei Sintoni. Antonio Sintoni, marito di Iris e fratello di Gino e Urbano riuscì a fuggire. In una relazione del settembre 1944 per il capo della provincia di Forlì stesa dal segretario del Fascio di Cesena Guido Garaffoni, alla testa delle Brigate nere nelle operazioni di agosto 1944, si nominano tra gli arrestati grazie alle delazioni Maria Di Lorenzo, Afra Montanari, Giovanna Brandolini, Giuseppina Manuzzi, Pia Battistini, Mario Lumini, Giulio Pellicciari, Quinta Buccelli, Ester Buccelli, Armando Faraoni, Elmo Farnedi, Romeo Motta deportati in Germania.Dei catturati, Arcangeli, i fratelli Urbano e Gino Sintoni, Trombetti, Quadrelli, Cecchini, Sacchetti e Fusconi furono condotti alla Rocca Malatestiana di Cesena e, dopo essere stati interrogati e torturati, la sera del 3 settembre 1944 furono portati, legati con un’unica fune, nello sferisterio della Rocca e fucilati."
atlante_stragi,uccisione con armi da fuoco,ROCCA SAN CASCIANO 23.06.1944,1944-06-23,23 giugno 1944,Rocca San Casciano,44.0615872,11.8418931,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,punitivo,2,"Il 23 giugno 1944 un sergente maggiore della milizia confinaria dislocata a Rocca San Casciano, fingendosi partigiano, si fermò per la notte con Chiti nel podere Vallicelle e lo uccise nel sonno sparandogli alla nuca.Il sergente maggiore fascista si allontanò e il corpo fu scoperto la mattina dopo dal contadino del podere Domenico Pantaleoni. Il fascista tornò al podere Vallicelle con i tedeschi del comando di Rocca San Casciano, i quali arrestarono Pantaleoni che aveva dato ospitalità ai partigiani e lo deportarono in Germania."
atlante_stragi,uccisione con armi da fuoco,ROVERSANO CESENA 05.05.1944,1944-05-05,5 maggio 1944,Roversano,44.0878844,12.2077711,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,rappresaglia,2,"Il 5 maggio 1944 Geremia Colli, iscritto al PFR e milite della GNR, e un soldato tedesco che era con lui dalla sera precedente (quando i due lanciarono alcune bombe a mano nel paese senza motivo) spararono alcuni colpi di moschetto dalla finestra della casa di Colli a Roversano. Restò colpito un milite del battaglione M che si trovava in zona per un’operazione di polizia. I militi fascisti, ritenendo che si fosse trattato di fuoco nemico, organizzarono un’immediata rappresaglia. Nei primi interrogatori rilasciati agli inquirenti nel dopoguerra Colli disse che i compagni del milite colpito dagli spari si recarono a casa sua e lo schiaffeggiarono e minacciarono come responsabile, ma saputo che era un milite della GNR, gli chiesero di indicare le case degli antifascisti (forse in base ad una lista sempre secondo una dichiarazione di Colli). Alcuni militi si recarono a casa di Boschi che non era in casa. Boschi fu però visto da un altro gruppo di fascisti vicino al cimitero, individuato come renitente alla leva (pare fosse invece esonerato dal servizio militare) e ucciso. Inoltre i fascisti picchiarono alcune persone, fermarono alcuni uomini e secondo alcuni testimoni avrebbero minacciato di incendiare il paese. Il corpo di Boschi fu lasciato sul luogo dell’uccisione e solo dopo l’ottenimento del permesso fu possibile seppellirlo nel cimitero di Roversano."
atlante_stragi,uccisione con armi da fuoco,SAN GIORGIO CESENA 22 AGOSTO 1944,1944-08-22,22 agosto 1944,San Giorgio,44.194242,12.2783417,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,rastrellamento,3,"Nella seconda metà di agosto del 1944 le Brigate nere riuscirono, grazie alla collaborazione di alcuni delatori tra cui un ex partigiano catturato (secondo alcuni testimoni poteva trattarsi di un infiltrato), a individuare un gruppo di marinai disertori che volevano unirsi alle formazioni partigiane (uccisi a Ponte Ruffio: v. Episodio di Ponte Ruffio (FC), 18 agosto 1944) e numerosi membri dei Gap della zona di Cesenatico (FC), in parte uccisi (v. Episodio di Cesena, Rocca (FC), 3 settembre 1944). Nel corso delle operazioni che portarono agli arresti, il 22 agosto 1944 i fascisti, grazie ad una delazione, si presentarono a casa del colono Colombo Barducci al confine fra Ronta e San Giorgio (FC), dove si era appena conclusa una riunione di antifascisti. Colombo Barducci e Ernesto Barbieri, presidente del Cln di Cesena, che era ancora a casa di Barducci, tentarono di fuggire, ma i fascisti li uccisero. Secondo la documentazione dell’Anpi di Forlì-Cesena Barbieri restò ferito e fu un fascista a finirlo a colpi di pistola. Urbano Fusconi, presente alla riunione, riuscì a nascondersi in un primo momento, ma fu individuato e arrestato dai fascisti che lo rinchiusero nella Rocca Malatestiana di Cesena e lo uccisero il 3 settembre 1944 con altri sette uomini allo sferisterio della Rocca (v. Episodio di Cesena, Rocca (FC), 3 settembre 1944). Con lui furono arrestati anche Pietro Barducci e suo cognato che furono quasi subito rilasciati."
cdec,vittima della Shoah,"Abraham, Hilde Fanny",1943-12-21,21 dicembre 1943,Santa Sofia,43.9472,11.9087,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,fucilazione,VALDONETTO PREMILCUORE 16.04.1944,1944-04-16,16 aprile 1944,Valdonetto,43.973439,11.774627,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,punitivo,11,"Durante il grande rastrellamento di aprile sulle pendici del Monte Falterona gli uomini dell’8ª brigata Garibaldi Romagna cercarono di filtrare tra le maglie dei rastrellatori e di sganciarsi dalla zona. Per far questo la formazione partigiana fu divisa in gruppi che a loro volta si divisero. Dieci partigiani vennero individuati, catturati, seviziati e infine fucilati nel podere Valdonetto di Premilcuore (FC) il 16 aprile 1944. I corpi furono ritrovati l’anno successivo in tre fosse comuni nei pressi della casa del podere Valdonetto: la più grande, contenente i resti di sei dei dieci uomini uccisi (tre forlivesi, uno di Santa Sofia e un toscano) si trovava in Comune di Premilcuore sulla strada Poderina-Valdonetto; le altre due erano una sul ciglio del fosso del podere in Comune di San Godenzo (FI) e l’altra oltre il fosso in Comune di San Godenzo (FI) e contenevano i resti di tre partigiani la prima e di un partigiano la seconda. Non è chiaro se furono gettati nelle fosse dagli uccisori o se furono seppelliti dopo (il parroco di Premilcuore scrisse nel suo diario che andò a benedire i cadaveri il 24 aprile 1944)."
atlante_stragi,fucilazione,VECCHIAZZANO FORLÌ 04.05.1944,1944-05-04,4 maggio 1944,Vecchiazzano,44.194831,12.015665,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,rastrellamento,2,"Il 4 maggio 1944 il comando provinciale di Forlì della GNR ordinò di effettuare un rastrellamento a Vecchiazzano in luoghi di riunione, insediamento e attività dei partigiani.I fascisti perquisirono l’abitazione dei fratelli Fantini, probabilmente per la delazione di un partigiano dell’8. brigata catturato nel corso del rastrellamento di aprile sul monte Falterona, e trovarono delle armi; minacciarono di fucilare tutti i presenti, ma Sergio Fantini si dichiarò unico responsabile della presenza delle armi e i fascisti lo fucilarono.L’uccisione di Fantini venne denunciata in un volantino del Partito comunista del giugno 1944 insieme a quelle di Rino Laghi e Armando Asioli."
atlante_stragi,fucilazione,VILLAGRAPPA FORLÌ 07.05.1944,1944-05-07,7 maggio 1944,Villagrappa,44.2231165,11.9732243,Forli' - Cesena,Emilia-Romagna,Italia,fascisti,punitivo,2,"Il 19 febbraio 1944 un gruppo di militi della GNR effettuarono una perquisizione nell’abitazione della famiglia Asioli tra Villagrappa e Villanova di Forlì alla ricerca di Armando Asioli che ritenevano (probabilmente anche grazie a delazioni) uno dei responsabili degli scioperi operai e delle agitazioni per impedire la fucilazione di renitenti alla leva. Asioli riuscì a fuggire e i fascisti arrestarono suo padre Cesare, sua sorella Maria Asioli, sua moglie Rosalia Nozzoli, e suo figlio Roberto di 10 anni: quest’ultimo venne liberato dopo pochi giorni, come la sorella di Asioli, mentre gli altri due furono trattenuti in arresto nelle carceri della caserma Sforza per più di due mesi. Il padre di Asioli fu torturato perché dicesse dove era fuggito suo figlio.Il 7 maggio 1944 Asioli, che si era nascosto in montagna a Portico di Romagna (Forlì Cesena), aveva un appuntamento nei pressi della sua abitazione per rifornirsi di viveri. Probabilmente una spiata lo tradì. I fascisti gli tesero un’imboscata e quando cercò di fuggire lo uccisero. Giuseppe Nanni che si trovava con lui riuscì a scappare. I fascisti fermarono Ugo Zattini che forniva viveri ad Asioli e Nanni, ma egli disse di non conoscere i due e fu lasciato libero.L’uccisione di Asioli venne denunciata in un volantino del Partito comunista insieme a quelle di Rino Laghi e Sergio Fantini. Probabilmente il volantino fu diffuso nel giugno del 1944."
atlante_stragi,nn,ACCADEMIA MILITARE DI MODENA 11-13.02.1945,1945-02-11,11 febbraio 1945,Accademia Militare di Modena,44.6477876,10.9303326,Modena,Emilia-Romagna,Italia,fascisti,punitivo,2,"Nella seconda metà di ottobre del 1944 le prospettive dell’insurrezione generale alimentano le speranze della Resistenza modenese, ma i soldati tedeschi e i fascisti più intransigenti non smettono di alimentare le difese della Linea Gotica e di assestare colpi all’organizzazione partigiana. Le Brigate Nere e i militi della RSI non cessano l’attività di spionaggio e i tentativi di infiltrazione nella rete della Resistenza e trasformano ogni possibilità di accesso alle informazioni sui “ribelli” in un’occasione di vendetta nei confronti dei “traditori” dell’Italia fascista. Nella “Bassa” modenese i preparativi per l’insurrezione s’intrecciano alla consueta attività dei GAP e delle SAP, ma nella seconda decade di novembre il Proclama del Generale Alexander invita i partigiani a rinviare la marcia di avvicinamento alle città e restituisce fiducia alle forze nazi-fasciste. L’11 febbraio 1945 vengono arrestati Leonida Pivetti e il noto comandante partigiano Renzo Reggiani: il nucleo interno dell’Ufficio Politico Investigativo del 42° Comando Provinciale della GNR di Modena avvia gli interrogatori e procede con le torture per indurre i due ostaggi alla confessione dei dettagli più rilevanti dell’organizzazione resistenziale, ma Pivetti non parla e Reggiani cerca di salvarsi facendo nomi fittizi. Il capitano Nespoli, il brigadiere Solito, il capitano Patelli, il tenente Ragazzi e il brigadiere di questura Gino Galli partecipano alle operazioni: il primo della lista, responsabile delle operazioni, non agisce in prima persona, ma si compiace delle violenze dei militi. Il 13 febbraio 1945, dopo due interrogatori con terribili torture, Renzo Reggiani si uccide gettandosi dalla tromba delle scale del terzo piano dell’Accademia Militare – o, secondo un’altra versione, dalla finestra – per evitare il terzo supplizio. È decorato con una Medaglia d’Oro al Valor Militare."
atlante_stragi,uccisione con armi da fuoco,ALBARETO MODENA 16.07.1944,1944-07-16,16 luglio 1944,"Albareto, Modena",44.6560833,10.9453685,Modena,Emilia-Romagna,Italia,fascisti,legato al controllo del territorio,2,"L’estate del 1944 segna l’avanzata decisa del movimento partigiano nella provincia di Modena: mentre la Repubblica di Montefiorino caratterizza l’esperienza di guerra delle genti dell’Appennino, la pianura conosce la crescita dei GAP e delle SAP, che colpiscono le forze di occupazione e si adoperano per indebolire i fascisti senza smettere di assistere i combattenti della montagna o di convogliare i disertori della RSI verso la zona libera. I protagonisti della Lotta di Liberazione della città e della “Bassa” vivono in situazioni di maggiore pericolo poiché sono molto più esposti alle azioni tedesche e fasciste rispetto ai loro compagni che combattono sull’Appennino. Nel pomeriggio del 16 luglio 1944 Mauro Capitani viene ucciso lungo la via per Albareto mentre torna nella frazione modenese dopo una missione per conto della Brigata “Walter Tabacchi”. La “Cronaca Pedrazzi” racconta così questo episodio: «Nuovo fatto di sangue in quello di Albareto. Non lungi da quella chiesa stavano in perlustrazione sulla via alcuni militi della polizia sussidiaria. Loro compito è quello di arrestare – qualora lo credano opportuno – passanti e carichi per l’esame dei documenti e per controllo delle merci convogliate. Un giovane di Modena, il diciannovenne Capitani Mauro, si trovava su di una bicicletta, in perfetto abito da turista, diretto a S. Clemente; ricevuto l’ordine di fermarsi non ha obbedito ed è filato dritto per la sua strada. I militi hanno creduto loro dovere farlo segno ad una raffica di colpi. Il Capitani colpito, cadeva nel fossato contiguo alla via e vi spirava immediatamente, avendo ricevuto alle reni numerose pallottole di fucile». Secondo le testimonianze partigiane Mauro Capitani non porta armi poiché sa che la strada verso Albareto lo espone ai pericoli delle pattuglie fasciste e dei controlli delle forze occupanti: dopo l’arresto, i controlli e l’iniziale speranza di rilascio, i repubblicani lo abbattono con una raffica. Il milite fascista Carlo Belgiorno sostiene, invece, che Capitani avesse una pistola nella tasca posteriore dei pantaloni."
atlante_stragi,"fucilazione,uccisione con armi da fuoco","Albareto, Modena, 30.09.1944",1944-09-30,30 settembre 1944,"Albareto, Modena",44.6560833,10.9453685,Modena,Emilia-Romagna,Italia,fascisti,rastrellamento,3,"Negli ultimi giorni di settembre del 1944 le organizzazioni della Resistenza preparano l’insurrezione generale per la Liberazione delle città emiliane. I tedeschi e i fascisti non si limitano a difendere le posizioni, ma effettuano diverse operazioni anti-partigiane. Fra il 27 e il 30 settembre 1944 i militi delle formazioni legate al 42° Comando Provinciale della RSI modenese rastrellano 188 persone: 7 ostaggi sono fucilati, 27 vengono messi a disposizione del Comando germanico e della FlaK, 26 sono trattenuti per accertamenti e 128 risultano rilasciati. Il 30 settembre 1944, mentre la 16° Divisione Reichsführer SS prosegue il massacro di Monte Sole, Bruno Piva ordina alla Compagnia per l’Ordine Pubblico del 42° Comando Provinciale della GNR di Modena di effettuare un rastrellamento nella zona di Albareto. Intorno alle 16.30 Virginio Benedetti viene fermato nei pressi di un ponte in via Cavo Argine: i militi gli chiedono i documenti e, dopo avergli chiesto di scostarsi dalla strada, lo uccidono con diversi colpi di arma da fuoco. Mezz’ora dopo, la banda di Bruno Piva si sposta tra le vie Cavo Minutara e Munarola: il partigiano Lelio Luppi viene sorpreso in un fienile ed è trascinato fuori violentemente dai fascisti. Alle minacce e alle percosse segue un ordine di fucilazione, che arriva dalle labbra di Piva: i militi uccidono Luppi non lontano dalla strada e abbandonano il cadavere nei campi. Il rastrellamento prosegue con gli arresti di Mario Messori e Marino Meschiari: il comandante autorizza i furti e i prelevamenti nella casa di quest’ultimo ostaggio, ma vieta di procedere all’incendio della struttura; secondo alcune testimonianze, tuttavia, alcuni militi appiccano il fuoco a una parte dell’abitazione."
atlante_stragi,fucilazione,"Baggiovara, Modena, 01.09.1944",1944-09-01,1 settembre 1944,Baggiovara,44.6469044,10.8514207,Modena,Emilia-Romagna,Italia,fascisti,rappresaglia,2,"Nell’agosto del 1944 la Lotta di Liberazione della provincia modenese prosegue con importanti azioni nei territori della pianura: le forze fasciste si adoperano per stroncare l’organizzazione partigiana attraverso le reti di spionaggio e le infiltrazioni negli ambienti che sostengono la Resistenza. Nelle pagine del 2 settembre della “Cronaca Pedrazzi” si legge che il passaggio a livello sulla “Giardini” mostra «un doloroso e macabro spettacolo: sul margine della strada in destra giaceva un giovane ucciso da vari colpi d’arma da fuoco [...] dalla “Brigata Nera” perché trovato a mano armata in una casa posta in via “Contrada” in quel di Saliceta S. Giuliano, ove egli accompagnato da sette altri individui erasi recato nell’intento di compiere un attentato contro la persona del Colonnello Rossi». Avvertito dell’attacco, l’ufficiale fascista «chiedeva l’invio di parecchi militi» per rastrellare i partigiani: venivano arrestati Athos Iori e un «giovanetto sedicenne»; quest’ultimo «non venne giustiziato perché non trovato in possesso di arma, ma lo si volle presente alla esecuzione del suo compagno nella lusinga che l’esempio potesse valergli a far confessare il nome dei complici: il ragazzo però insisté nel dire che nulla sapeva, e semplicemente venne dai componenti della spedizione incaricato della custodia delle biciclette»."
cdec,vittima della Shoah,"Schoenfeld, Bela",1943-12-03,3 dicembre 1943,Bomporto,44.73389,11.03667,Modena,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Bergen Belsen
cdec,vittima della Shoah,"Servadio, Letizia",1943-12-03,3 dicembre 1943,Bomporto,44.73389,11.03667,Modena,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Bergen Belsen
last_letters,partigiano,"Auregli, Amilcare",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Amilcare Auregli fu prelevato nella piazza del paese e selvaggiamente percosso poichè aveva tentato di opporre resistenza."
last_letters,partigiano,"Degno, Walter",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Walter Degno, che dal primo giugno aveva lasciato l’abitazione di Monteombraro dove era sfollato per raggiungere i partigiani della zona, fu comunque catturato nei pressi del paese.  Anch’egli fu condotto con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, fu selezionato per far parte del gruppo destinato all'impiccagione."
last_letters,partigiano,"Poggi, Pier Luigi",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I due fratelli Poggi, Silvio e Pier Luigi, erano renitenti alla leva e furono prelevati direttamente da casa propria e condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione."
last_letters,partigiano,"Degno, Walter",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Walter Degno, che dal primo giugno aveva lasciato l’abitazione di Monteombraro dove era sfollato per raggiungere i partigiani della zona, fu comunque catturato nei pressi del paese.  Anch’egli fu condotto con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, fu selezionato per far parte del gruppo destinato all'impiccagione."
last_letters,partigiano,"Auregli, Amilcare",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. Amilcare Auregli fu prelevato nella piazza del paese e selvaggiamente percosso poichè aveva tentato di opporre resistenza."
last_letters,nn,"Balugani, Giuseppe",1944-07-18,18 luglio 1944,Boschi di Ciano,44.41138,11.029419,Modena,Emilia-Romagna,Italia,fascisti,impiccagione,1,"Nella notte tra il 17 e 18 luglio un gruppo di fascisti modenesi e bolognesi rastrellò, nella zona di Montombraro, frazione di Zocca, una quarantina di civili elencati su una lista da loro approntata per eseguire una rappresaglia in seguito all'uccisione di due soldati tedeschi in località Boschi di Ciano. I fratelli Pietro, Giuseppe e Raffaele Balugani, prelevati dalla propria casa, non si diedero alla fuga per non mettere in pericolo la famiglia che nascondeva il figlio e il nipote dell’ing. Marinelli, ricercati e armati. Anche i fratelli Balugani furono condotti con gli altri ostaggi al cinema Marconi di Castelletto dove, la mattina del 18 luglio, furono selezionati per far parte del gruppo destinato all'impiccagione."
