origine_dati,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,morte,vittime,descrizione,NAME
cdec,vittima della Shoah,"Vita Finzi, Alberto",1943-10-07,7 ottobre 1943,Ferrara,44.837786,11.619579,Genova,Liguria,Italia,fascisti,Morto/a in campo di sterminio,1,nn,"Vita Finzi, Alberto"
cdec,vittima della Shoah,"Ravenna, Eugenio",1943-10-09,9 ottobre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Ravenna, Eugenio"
cdec,vittima della Shoah,"Magrini, Silvio",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Magrini, Silvio"
cdec,vittima della Shoah,"Minerbi, Aldo",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,rastrellamento,1,nn,"Minerbi, Aldo"
cdec,vittima della Shoah,"Hanau, Mario",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,nn,"Hanau, Mario"
cdec,vittima della Shoah,"Levi, Gastone",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Levi, Gastone"
cdec,vittima della Shoah,"Ravenna, Ciro",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Ravenna, Ciro"
cdec,vittima della Shoah,"Finzi, Silvio",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Finzi, Silvio"
cdec,vittima della Shoah,"Castelfranchi, Renato",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Castelfranchi, Renato"
cdec,vittima della Shoah,"Hanau, Vittore",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,nn,"Hanau, Vittore"
cdec,vittima della Shoah,"Sinigallia, Luigi",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Sinigallia, Luigi"
cdec,vittima della Shoah,"Teglio, Ugo",1943-11-15,15 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,nn,"Teglio, Ugo"
cdec,vittima della Shoah,"Coen, Giorgio",1943-11-30,30 novembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,rastrellamento,1,Auschwitz,"Coen, Giorgio"
cdec,vittima della Shoah,"Jesi, Rosina",1943-12-01,1 dicembre 1943,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,nn,"Jesi, Rosina"
cdec,vittima della Shoah,"Ancona, Olga",1944-01-13,13 gennaio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in stato di detenzione,1,Auschwitz,"Ancona, Olga"
cdec,vittima della Shoah,"Fano, Giuseppina",1944-02-01,1 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,nn,"Fano, Giuseppina"
cdec,vittima della Shoah,"Lampronti, Umberto",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Lampronti, Umberto"
cdec,vittima della Shoah,"Saralvo, Rino",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Saralvo, Rino"
cdec,vittima della Shoah,"Lampronti, Rina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Lampronti, Rina"
cdec,vittima della Shoah,"Pesaro, Costanza",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Pesaro, Costanza"
cdec,vittima della Shoah,"Polacco, Alba",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Polacco, Alba"
cdec,vittima della Shoah,"Forti, Berta",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Forti, Berta"
cdec,vittima della Shoah,"Forti, Lionello",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Forti, Lionello"
cdec,vittima della Shoah,"Fano, Emilio Felice",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Fano, Emilio Felice"
cdec,vittima della Shoah,"Farber, Bruno",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Farber, Bruno"
cdec,vittima della Shoah,"Rossi, Margherita",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rossi, Margherita"
cdec,vittima della Shoah,"Rothstein, Adele",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rothstein, Adele"
cdec,vittima della Shoah,"Farber, Davide",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Farber, Davide"
cdec,vittima della Shoah,"Fargion, Elisa",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Fargion, Elisa"
cdec,vittima della Shoah,"Fink, Benzion",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Fink, Benzion"
cdec,vittima della Shoah,"Rothstein, Giorgio",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rothstein, Giorgio"
cdec,vittima della Shoah,"Rothstein, Wanda",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rothstein, Wanda"
cdec,vittima della Shoah,"Saralvo, Cesarina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Saralvo, Cesarina"
cdec,vittima della Shoah,"Fink, Ester",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Fink, Ester"
cdec,vittima della Shoah,"Fink, Lina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Fink, Lina"
cdec,vittima della Shoah,"Birnbaum, Rosa",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Birnbaum, Rosa"
cdec,vittima della Shoah,"Borghi, Giorgia",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Borghi, Giorgia"
cdec,vittima della Shoah,"Cavalieri, Giuseppina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Cavalieri, Giuseppina"
cdec,vittima della Shoah,"Lampronti, Carlo",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Lampronti, Carlo"
cdec,vittima della Shoah,"Lampronti, Marco",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Lampronti, Marco"
cdec,vittima della Shoah,"Bassani, Carlo",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bassani, Carlo"
cdec,vittima della Shoah,"Bassani, Giuseppe",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bassani, Giuseppe"
cdec,vittima della Shoah,"Bassani, Marcella",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bassani, Marcella"
cdec,vittima della Shoah,"Bemporad, Bianca",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bemporad, Bianca"
cdec,vittima della Shoah,"Bemporad, Jole",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bemporad, Jole"
cdec,vittima della Shoah,"Bemporad, Silvio",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bemporad, Silvio"
cdec,vittima della Shoah,"Gutmann, Malvina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Gutmann, Malvina"
cdec,vittima della Shoah,"Iesi, Carolina",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,nn,"Iesi, Carolina"
cdec,vittima della Shoah,"Treves, Elisa",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Treves, Elisa"
cdec,vittima della Shoah,"Zamorani, Daniele",1944-02-05,5 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Zamorani, Daniele"
cdec,vittima della Shoah,"Melli, Medea",1944-02-15,15 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Melli, Medea"
cdec,vittima della Shoah,"Finzi, Gina",1944-02-25,25 febbraio 1944,Ferrara,44.3496,9.22796,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Ravensbrueck,"Finzi, Gina"
cdec,vittima della Shoah,"Saralvo, Lilio",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Saralvo, Lilio"
cdec,vittima della Shoah,"Saralvo, Lindo",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Saralvo, Lindo"
cdec,vittima della Shoah,"Rietti, Alfredo",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rietti, Alfredo"
cdec,vittima della Shoah,"Ravenna, Eugenio",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Ravenna, Eugenio"
cdec,vittima della Shoah,"Ravenna, Giorgio",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Ravenna, Giorgio"
cdec,vittima della Shoah,"Rietti, Carlo",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,rastrellamento,1,Auschwitz,"Rietti, Carlo"
cdec,vittima della Shoah,"Ancona, Guglielmo",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Ancona, Guglielmo"
cdec,vittima della Shoah,"Schoenheit, Carlo",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Buchenwald,"Schoenheit, Carlo"
cdec,vittima della Shoah,"Schoenheit, Franco",1944-02-25,25 febbraio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Buchenwald,"Schoenheit, Franco"
cdec,vittima della Shoah,"Rietti, Gastone",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rietti, Gastone"
cdec,vittima della Shoah,"Rietti, Leonella",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rietti, Leonella"
cdec,vittima della Shoah,"Rietti, Nello",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rietti, Nello"
cdec,vittima della Shoah,"Rietti, Giulia",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rietti, Giulia"
cdec,vittima della Shoah,"Cavalieri, Argia",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Cavalieri, Argia"
cdec,vittima della Shoah,"Bassani, Albertina",1944-03-06,6 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,rastrellamento,1,Auschwitz,"Bassani, Albertina"
cdec,vittima della Shoah,"Fink, Isacco",1944-03-10,10 marzo 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Fink, Isacco"
cdec,vittima della Shoah,"Conegliano, Bruno",1944-04-22,22 aprile 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Conegliano, Bruno"
cdec,vittima della Shoah,"Conegliano, Giulio Beniamino",1944-04-22,22 aprile 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Conegliano, Giulio Beniamino"
cdec,vittima della Shoah,"Zamorani, Maria",1944-04-22,22 aprile 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Zamorani, Maria"
cdec,vittima della Shoah,"Zevi, Emma",1944-04-22,22 aprile 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Zevi, Emma"
cdec,vittima della Shoah,"Ravenna, Mario",1944-05-07,7 maggio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Ravenna, Mario"
cdec,vittima della Shoah,"Finzi, Edgardo",1944-05-07,7 maggio 1944,Ferrara,45.46427,9.18951,Milano,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Finzi, Edgardo"
cdec,vittima della Shoah,"Neppi, Olga",1944-05-09,9 maggio 1944,Ferrara,44.83333,11.61667,Ferrara,Emilia-Romagna,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Neppi, Olga"
cdec,vittima della Shoah,"Caro, Giuseppe",1943-12-01,1 dicembre 1943,Ficarolo,44.9543,11.4366,Rovigo,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Bergen Belsen,"Caro, Giuseppe"
cdec,vittima della Shoah,"Hodara, Clara",1943-12-05,5 dicembre 1943,Ficarolo,44.9543,11.4366,Rovigo,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Bergen Belsen,"Hodara, Clara"
cdec,vittima della Shoah,"Caro, Violetta",1944-05-31,31 maggio 1944,Ficarolo,44.9543,11.4366,Rovigo,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Bergen Belsen,"Caro, Violetta"
cdec,vittima della Shoah,"Levi, Bruno",1944-08-01,1 agosto 1944,Ficarolo,44.9543,11.4366,Rovigo,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Levi, Bruno"
cdec,vittima della Shoah,"Alatri, Vittoria",1944-01-31,31 gennaio 1944,Fiesole,43.80455,11.29487,Florence,Toscana,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Alatri, Vittoria"
cdec,vittima della Shoah,"Jewell, Phoebe",1944-05-16,16 maggio 1944,Fiesole,43.80455,11.29487,Florence,Toscana,Italia,nazisti,Morto/a in campo di sterminio,1,Bergen Belsen,"Jewell, Phoebe"
cdec,vittima della Shoah,"Miranda, Alfredo",1944-05-16,16 maggio 1944,Fiesole,43.80455,11.29487,Florence,Toscana,Italia,nazisti,Morto/a in campo di sterminio,1,Bergen Belsen,"Miranda, Alfredo"
cdec,vittima della Shoah,"Sander, Lilli",1943-11-30,30 novembre 1943,Fiesso Umbertiano,44.9607,11.6058,Rovigo,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Sander, Lilli"
cdec,vittima della Shoah,"Schloss, Hans Werner",1943-11-30,30 novembre 1943,Fiesso Umbertiano,44.9607,11.6058,Rovigo,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Schloss, Hans Werner"
cdec,vittima della Shoah,"Schloss, Hermann",1943-11-30,30 novembre 1943,Fiesso Umbertiano,44.9607,11.6058,Rovigo,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Schloss, Hermann"
cdec,vittima della Shoah,"Reutlinger, Albertina",1944-02-13,13 febbraio 1944,Finale Ligure,44.16952,8.3436,Savona,Liguria,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Reutlinger, Albertina"
cdec,vittima della Shoah,"Della Torre, Manlio",1943-09-30,30 settembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Della Torre, Manlio"
cdec,vittima della Shoah,"Della Torre, Massimo",1943-09-30,30 settembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Della Torre, Massimo"
cdec,vittima della Shoah,"Della Torre, Oliviero",1943-09-30,30 settembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Della Torre, Oliviero"
cdec,vittima della Shoah,"Fiano, Anna Lina",1943-09-30,30 settembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nn,rastrellamento,1,Auschwitz,"Fiano, Anna Lina"
cdec,vittima della Shoah,"Reggio, Gisella",1943-10-10,10 ottobre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Reggio, Gisella"
cdec,vittima della Shoah,"Reggio, Iole",1943-10-10,10 ottobre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Reggio, Iole"
cdec,vittima della Shoah,"Reggio, Rina",1943-10-10,10 ottobre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Reggio, Rina"
cdec,vittima della Shoah,"Calò, Quintilio",1943-10-31,31 ottobre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Calò, Quintilio"
cdec,vittima della Shoah,"Bemporad, Adolfo",1943-10-31,31 ottobre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Bemporad, Adolfo"
cdec,vittima della Shoah,"Bemporad, Ada",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bemporad, Ada"
cdec,vittima della Shoah,"Bemporad, Gina",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Bemporad, Gina"
cdec,vittima della Shoah,"Camerino, Leone",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in stato di detenzione,1,Auschwitz,"Camerino, Leone"
cdec,vittima della Shoah,"Cave Bondì, Gina",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in eccidio,1,Auschwitz,"Cave Bondì, Gina"
cdec,vittima della Shoah,"Gallico, Amelia",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Gallico, Amelia"
cdec,vittima della Shoah,"Gallico, Augusto",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Gallico, Augusto"
cdec,vittima della Shoah,"Gallico, Lucio",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Gallico, Lucio"
cdec,vittima della Shoah,"Gallico, Sergio",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Gallico, Sergio"
cdec,vittima della Shoah,"Gallico, Sergio",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Gallico, Sergio"
cdec,vittima della Shoah,"Kohn, Bruno",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,rastrellamento,1,Auschwitz,"Kohn, Bruno"
cdec,vittima della Shoah,"Levi, Emma",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Levi, Emma"
cdec,vittima della Shoah,"Orefice, Fanny",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in eccidio,1,Auschwitz,"Orefice, Fanny"
cdec,vittima della Shoah,"Orefice, Giuseppe",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in eccidio,1,Auschwitz,"Orefice, Giuseppe"
cdec,vittima della Shoah,"Segré, Elena",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in eccidio,1,Auschwitz,"Segré, Elena"
cdec,vittima della Shoah,"Segré, Giulio",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Segré, Giulio"
cdec,vittima della Shoah,"Segré, Lidia",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Segré, Lidia"
cdec,vittima della Shoah,"Wallach, Max",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Wallach, Max"
cdec,vittima della Shoah,anonimo,1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,anonimo
cdec,vittima della Shoah,"Goldmann, Pinkus",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazisti,Morto/a in campo di sterminio,1,Auschwitz,"Goldmann, Pinkus"
cdec,vittima della Shoah,"Genazzani, Gilda",1943-11-06,6 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Genazzani, Gilda"
cdec,vittima della Shoah,"nazisti, Wanda",1943-11-15,15 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"nazisti, Wanda"
cdec,vittima della Shoah,"nazisti, Ada",1943-11-15,15 novembre 1943,Firenze,45.71958,9.55015,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"nazisti, Ada"
cdec,vittima della Shoah,"nazisti, Gino",1943-11-15,15 novembre 1943,Firenze,45.91772,10.88672,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"nazisti, Gino"
cdec,vittima della Shoah,"Rubitscheck, Fanny",1943-11-24,24 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rubitscheck, Fanny"
cdec,vittima della Shoah,"Rubitscheck, Laura",1943-11-24,24 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz,"Rubitscheck, Laura"
cdec,vittima della Shoah,"Acco, David Dario",1943-11-25,25 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nn,Morto/a in campo di sterminio,1,Auschwitz,"Acco, David Dario"
cdec,vittima della Shoah,"Abenaim, Wanda",1943-11-26,26 novembre 1943,Firenze,45.43326,12.33597,Venezia,Veneto,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz,"Abenaim, Wanda"
