origine_dati,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,morte,vittime,descrizione
atlante_stragi,fucilazione,"PIAN D’ARTOGNE, ARTOGNE, 06.04.1944",1944-04-06,6 aprile 1944,Pian d’Artogne,45.851892,10.1660982,Brescia,Lombardia,Italia,nazifascisti,rastrellamento,2,"Ucciso dai nazifascisti nel corso di un rastrellamento a Pian d’Artogne (Bs) – località Serre – il 6.4.1944. Dalle ricostruzioni dell’accaduto, pare che l’Ottelli fu ucciso perché, affetto da sordità, non aveva obbedito all’intimazione dell’alt gridatagli dai rastrellatori. Non è certo che l’Ottelli fosse un partigiano.Nel corso della stessa operazione veniva ferito a un braccio il contadino Bortolo Cotti, classe 1876, anche lui colpevole di non essersi fermato all’intimazione dell’alt. Il rastrellamento portava inoltre alla cattura di due ex prigionieri di guerra ciprioti, Giogio Panaiota e Omar Mustafà, e al fermo del renitente Carlo Turrini, classe 1925, e di Alfonso Polati, presunto finanziatore di ribelli."
last_letters,partigiano,"Sarri, Libero",1944-06-08,8 giugno 1944,Piazza Garibaldi,43.251147,11.817868,Brescia,Lombardia,Italia,nazifascisti,fucilazione,1,"Arrestato e rinchiuso all'interno della caserma dei carabinieri di Foiano della Chiana (AR), Libero Sarri viene fucilato in piazza Garibaldi il mattino dell'8 giugno 1944, per decisione del comando tedesco (come egli afferma nell'ultima lettera che scrive alla famiglia)."
last_letters,partigiano,"Vighenzi, Giovanni Battista",1945-04-27,27 aprile 1945,Saiano,45.598684,10.105006,Brescia,Lombardia,Italia,nazifascisti,fucilazione,1,"Membro del Cln, Giovanni Battista Vighenzi si unisce alle formazioni Fiamme Verdi durante i giorni dell'insurrezione. Catturato il 26 aprile 1945, al termine di un'azione contro le SS, viene interrogato e torturato per tutta la notte, prima di essere fucilato a Corneto (frazione di Rodengo Saiano) il mattino successivo."
last_letters,partigiano,"Vighenzi, Giovanni Battista",1945-04-27,27 aprile 1945,Saiano,45.598684,10.105006,Brescia,Lombardia,Italia,nazifascisti,fucilazione,1,"Membro del Cln, Giovanni Battista Vighenzi si unisce alle formazioni Fiamme Verdi durante i giorni dell'insurrezione. Catturato il 26 aprile 1945, al termine di un'azione contro le SS, viene interrogato e torturato per tutta la notte, prima di essere fucilato a Corneto (frazione di Rodengo Saiano) il mattino successivo."
last_letters,partigiano,"Vighenzi, Giovanni Battista",1945-04-27,27 aprile 1945,Saiano,45.598684,10.105006,Brescia,Lombardia,Italia,nazifascisti,fucilazione,1,"Membro del Cln, Giovanni Battista Vighenzi si unisce alle formazioni Fiamme Verdi durante i giorni dell'insurrezione. Catturato il 26 aprile 1945, al termine di un'azione contro le SS, viene interrogato e torturato per tutta la notte, prima di essere fucilato a Corneto (frazione di Rodengo Saiano) il mattino successivo."
cdec,vittima della Shoah,"Vitale, Marco",1945-02-03,3 febbraio 1945,Carate Urio,45.87178,9.12214,Como,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,nn
cdec,vittima della Shoah,"Lovvy, Olga",1944-05-22,22 maggio 1944,Inverigo,45.7379,9.21836,Como,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Segre, Giuseppe",1944-05-22,22 maggio 1944,Inverigo,45.7379,9.21836,Como,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,uccisione con armi da fuoco,"BOSCO CORNA, PIEVE D’OLMI, 22.01.1945",1945-01-22,22 gennaio 1945,Bosco Corna,45.0882785,10.1253033,Cremona,Lombardia,Italia,nazifascisti,rastrellamento,2,Ucciso da militari tedeschi perché sospettato – accusato di sabotaggio e di essere partigiano.
atlante_stragi,uccisione con armi da fuoco,CASALMAGGIORE 24-25.04.1945,1945-04-24,24 aprile 1945,Casalmaggiore,44.9998286,10.4403076,Cremona,Lombardia,Italia,nazifascisti,ritirata,4,"Sono i giorni in cui i tedeschi attraversano il Po in ritirata ed anche della Liberazione in questa zona. Segnalo questi 5 casi specificando le circostanze, come d’accordo a voi la valutazione.Favagrossa e Martelli furono sorpresi in piena notte da militari tedeschi tra i campi di località Valle Casalbellotto (comune di Casalmaggiore). Erano con alcuni altri partigiani, ne nacque una sparatoria nella quale i due furono uccisi mentre gli altri riuscirono a sganciarsi.Aldo Formis, nel centro cittadino, stava scortando verso il carcere alcuni fascisti che si erano arresi, un cecchino fascista nascosto lo colpì a morte.Il partigiano Avigni si trovava sull’argine del Po quando venne colpito a morte dalla mitragliatrice di tedeschi contrastati dal fuoco partigiano.Valdisturlo Luigi, contadino e patriota, venne ucciso da tedeschi trovandosi isolato nei pressi della frazione Camminata."
atlante_stragi,nn,"GUSSOLA, 24-26.04.1945",1945-04-24,24 aprile 1945,Gussola,45.0131748,10.3519778,Cremona,Lombardia,Italia,nazifascisti,rastrellamento,11,"Nei giorni dal 24 aprile reparti tedeschi in ritirata attraversano il Po appena a valle di Gussola e si dirigono verso nord nordovest. Partigiani nascosti nella golena di Po ne osservano le mosse, cercano di dissuaderli dall’entrare in paese col timore di notevoli forze di contrasto. Cadono in questa circostanza, il 26 aprile, i partigiani e i civili legati ai partigiani: Bini Antonio, Bini Francesco e Mangoni Pietro che vengono catturati, uccisi ed i loro corpi seviziati verranno ritrovati giorni dopo nell’erba alta. // Piccinini Renato e Valenti Giuseppe sono raggiunti dai proiettili mortali mentre correndo sull’argine cercavano di mettersi in salvo. // Franchini Pietro è colpito in fronte da un proiettile. // Marconi Giuseppe, capo partigiano, viene sorpreso mentre spiava i movimenti del nemico, nascosto tra i cespugli. Torturato ed ucciso con una baionetta viene sepolto nel letame dove verrà ritrovato diversi giorni dopo. // Baldo Teobaldo viene ucciso in paese mentre compiva, armato, un giro di perlustrazione. Il 24 aprile erano stati uccisi tre civili, non armati né partecipi a scontri: il quindicenne Pighi Pierenrico, figlio del fattore di una cascina in golena di Po al quale i tedeschi spararono nella sua aia (morirà il 28 in ospedale). // Vaia Giuseppe, coltivatore, colpito a morte senza motivo apparente da Camice nere di passaggio sulla strada prossima al campo in cui stava lavorando. // Grossi Antonio viene ucciso perché non si ferma all’alt  di una squadra di Camice nere."
atlante_stragi,uccisione con armi da fuoco,"PESCAROLO, 26-27.04.1945",1945-04-26,26 aprile 1945,Pescarolo,45.1942677,10.1872286,Cremona,Lombardia,Italia,nazifascisti,ritirata,2,"Sono tutti episodi avvenuti durante il passaggio per questo territorio nella ritirata tedesca. Una relazione inviataci a suo tempo dal Comune di Pescarolo specifica:Gosi Rosolino portava un messaggio ad una postazione partigiana il 25 aprile; il suo corpo insanguinato viene ritrovato il mattino del 26 sulla strada di campagna per Pieve Terzagni, zona appena percorsa da militari tedeschiRigoni Marino muore dopo essersi imbattuto in un gruppo di soldati tedeschi, aveva un fucile, si rilevò che era stato finito con un colpo alla testa.Ruffini Caterina morì nella notte del 27 aprile colpita da uno dei proiettili che i tedeschi sparavano contro le finestre attraversando il paese."
atlante_stragi,uccisione con armi da fuoco,"PIADENA, 11.07.1944",1944-07-11,11 luglio 1944,Piadena,45.1303336,10.3667043,Cremona,Lombardia,Italia,nazifascisti,rastrellamento,2,"11 luglio 1944 in paese. Nel corso di un rastrellamento di sbandati e renitenti da parte di militi della BBNN con un tedesco al comando, Guercé veniva scovato, nascosto con un compagno. Cercarono di fuggire, un brigatista uccise Guercé con una sventagliata di mitra."
atlante_stragi,fucilazione,POLIGONO DI TIRO GONZAGA 20.12.1944,1944-12-20,20 dicembre 1944,Poligono di tiro,44.9525147,10.8227418,Cremona,Lombardia,Italia,nazifascisti,rappresaglia,7,"Nel dicembre 44 Gonzaga è una zona di grande importanza strategica per la presenza del presidio militare tedesco, di un reparto speciale della Gnr, della XIII BN Turchetti e del campo di transito per prigionieri di guerra Dulag 152. Nella zona opera la 121. brg Garibaldi che decide di assaltare nella notte del 19 dicembre il campo di concentramento e gli edifici della Gnr e della BN. L’azione evolve in un lungo combattimento durato tutta la notte nel quale restano uccisi 15 militari tedeschi, 5 militi della Gnr, 2 partigiani e 1 donna di passaggio.Per rappresaglia vengono prelevati dal carcere di Mantova 33 patrioti e deferiti al Tribunale speciale tedesco (Koruk n.514) di San Benedetto Po. Sette di essi vengono condannati a morte tramite fucilazione. Tra loro c’è Brodolin che verrà fucilato nel cimitero di Mantova mesi dopo. Gli altri 6 vengono portati al poligono di tiro e qui fucilati. Due di loro, uno illeso e l’altro ferito, vengono finiti con spari a bruciapelo."
last_letters,partigiano,"Besana, Carletto",1944-10-15,15 ottobre 1944,Cimitero di Introbio,45.955555,9.445247,Lecco,Lombardia,Italia,nazifascisti,fucilazione,1,"Carletto Besana viene catturato dalle SS a Biandino, il 12 ottobre 1944. Viene scovato in una grotta, dove stringe tra le braccia il fratello Guerino, partigiano anch'egli, morto dopo un feroce scontro a fuoco coi nazifascisti. Il comando delle SS lo interroga, tra percosse e sevizie, prima a Casargo e poi a Introbio, dov'è addirittura calato in un pozzo dall'acqua gelida. Vista la sua reticenza, il 13 ottobre arriva la condanna a morte. La sentenza è eseguita il pomeriggio del 15 ottobre, al cimitero di Introbio."
last_letters,partigiano,"Bocchiola, Benedetto",1944-10-15,15 ottobre 1944,Cimitero di Introbio,45.955555,9.445247,Lecco,Lombardia,Italia,nazifascisti,fucilazione,1,"Rastrellato dalle SS italiane il 10 ottobre 1944 a Valle Biandino (Lecco), è tradotto a Casargo, dove viene processato da un tribunale misto il giorno 13. Condannato a morte, è fucilato al cimitero di Introbio (LC) dalle SS italiane. "
atlante_stragi,fucilazione,INTROBIO 10-15.10.1944,1944-10-10,10 ottobre 1944,Introbio,45.972527,9.4522667,Lecco,Lombardia,Italia,nazifascisti,rastrellamento,7,"Il 5 ottobre 1944, ha inizio la più grande operazione di guerra antipartigiana in Valsassina, Alto Lago, Grigne, Resegone, Valtellina, Bergamasca occidentale, Val Taleggio con l’obiettivo di distruggere le formazioni partigiane della I e II Divisione Garibaldi. Dirige le operazioni il Col. Bernardi della Gnr per ordine del Comando delle SS  e della polizia per l’Italia nordoccidentale, retto dall’SS-Brigadeführer Willy Tensfeld. Il dispiegamento di forze a disposizione è massiccio: 200 uomini circa  della Milizia ferroviaria; 450 uomini della Scuola Allievi Ufficiali di Bellano, comandati dal maggiore Cova; 300 militi delle SS italiane  al comando del maggiore Paolo Comelli; 150 uomini, agenti speciali di Pubblica Sicurezza, comandata dal tenente Paone; la Compagnia presidiaria di Como; un reparto della Flak di Cassano d’Adda; la compagnia del Centro di Addestramento comandata dal Cap. Camerano, 200 uomini della Confinaria e una settantina di SS tedesche con cani. L’azione, che dura all’incirca 40 giorni, ha luogo contro circa 550 partigiani, le perdite nazifasciste ammonteranno a 27 morti, 32 feriti, quelle partigiane a 9 caduti in combattimento, 17 fucilati, 18 feriti, 133 i deportati. Baite e interi paese dati alle fiamme.Nell’ambito delle operazioni, il 10 ottobre, Paolo Comelli, il capitano delle SS italiane guida in Val Biandino un rastrellamento che si conclude con la cattura di sei giovani partigiani della 55° Brigata Garibaldi “F.lli Rosselli”.  I sei, dopo essere stati torturati, vengono condotti al cimitero di Introbio e fucilati il 15 ottobre 1944. Assieme ai partigiani fucilati vengono catturati e imprigionati Magni Bice, collegatrice della brigata, Magni Vera, Rupani Fulvia e il partigiano Rigamonti Antonio di Introbio, Pomi Antonio e Fumagalli Antonio. Quattro di loro vengono liberati grazie alla mediazione del parroco Don Arturo Fumagalli."
atlante_stragi,fucilazione,"LECCO, 19.10.1943",1943-10-19,19 ottobre 1943,Lecco,45.8565698,9.3976704,Lecco,Lombardia,Italia,nazifascisti,rastrellamento,3,"Le prime formazioni partigiane nel Lecchese si costituiscono al Pian dei Resinelli (circa 120 uomini in gran parte armati), al Campo Boj ( 140 uomini solo in parte armati) e sul Pizzo d’Erna ( 130 uomini armati), dove si era attestato il nucleo più organizzato la “banda  “Carlo Pisacane”, al comando di Renato Carenini, posta sotto il controllo del Comando generale delle Brigate Garibaldi. A metà ottobre il servizio informazioni partigiano segnala al Comitato clandestino di Lecco che il Militarkkommandur 1016 di Bergamo, competente per il territorio comasco, di concerto con il Comando delle SS di polizia per l’Italia nordoccidentale ha stabilito di compiere una vasta e profonda operazione di rastrellamento. Il 17 ottobre 1943, i tedeschi danno il via a un massiccio rastrellamento che coinvolge le zone della Valle Imagna, della Val Taleggio, Di Erna e del Resegone e della Valsassina fino all’Alto Lago. La durata del rastrellamento è di quasi sette giorni. Enorme il dispiegamento di forze: un’intera divisione di Cacciatori di Montagna bavaresi, appoggiata dall’artiglieria, per un complesso di 4.500 uomini circa. L’obiettivo è chiaro: accerchiare e annientare i nuclei partigiani. Interrotte le linee telefoniche, le truppe tedesche  si portano nei centri abitati di Ballabio, Introbio, Barzio e Pasturo, fanno irruzione nelle case segnalate dalle spie fasciste, come probabili rifugi partigiani. A Pasturo, la popolazione viene trascinata in piazza semivestita. A Ballabio, la messa viene interrotta e i due preti arrestati. Nel corso del rastrellamento, un giovane di Primaluna, Donati Vittorio, viene gravemente ferito in seguito a un’incursione delle truppe tedesche che stanno convergendo su Introbio. Morirà il giorno successivo all’ospedale di Lecco, mentre il diciottenne Denti Giuseppe viene ucciso lo stesso giorno a Bellano; due soldati italiani, Emilio Puppato e Aristide Valsecchi vengono catturati e fucilati a Lecco.  Durante la ritirata, vengono, inoltre, incendiati rifugi e baite e prelevati nei paesi uomini di giovane età, che saranno poi deportati in Germania. Questo il bilancio dell’operazione: 15 morti (tra cui 11 tedeschi e 4 partigiani); 37 feriti (32 tedeschi e 5 partigiani); 20 catturati (in gran parte ex prigionieri di guerra alleati)."
atlante_stragi,uccisione con armi da fuoco,VALSASSINA 17.10.1944,1944-10-17,17 ottobre 1944,Valsassina,45.9833333,9.4,Lecco,Lombardia,Italia,nazifascisti,rastrellamento,2,"Le prime formazioni partigiane nel Lecchese si costituiscono al Pian dei Resinelli (circa 120 uomini in gran parte armati), al Campo Boj ( 140 uomini solo in parte armati) e sul Pizzo d’Erna ( 130 uomini armati), dove si era attestato il nucleo più organizzato la “banda  “Carlo Pisacane”, al comando di Renato Carenini, posta sotto il controllo del Comando generale delle Brigate Garibaldi. A metà ottobre il servizio informazioni partigiano segnala al Comitato clandestino di Lecco che il Militarkkommandur 1016 di Bergamo, competente per il territorio comasco, di concerto con il Comando delle SS di polizia per l’Italia nordoccidentale ha stabilito di compiere una vasta e profonda operazione di rastrellamento. Il 17 ottobre 1943, i tedeschi danno il via a un massiccio rastrellamento che coinvolge le zone della Valle Imagna, della Val Taleggio, Di Erna e del Resegone e della Valsassina fino all’Alto Lago. La durata del rastrellamento è di quasi sette giorni. Enorme il dispiegamento di forze: un’intera divisione di Cacciatori di Montagna bavaresi, appoggiata dall’artiglieria, per un complesso di 4.500 uomini circa. L’obiettivo è chiaro: accerchiare e annientare i nuclei partigiani. Interrotte le linee telefoniche, le truppe tedesche  si portano nei centri abitati di Ballabio, Introbio, Barzio e Pasturo, fanno irruzione nelle case segnalate dalle spie fasciste, come probabili rifugi partigiani. A Pasturo, la popolazione viene trascinata in piazza semivestita. A Ballabio, la messa viene interrotta e i due preti arrestati. Nel corso del rastrellamento, un giovane di Primaluna, Donati Vittorio, viene gravemente ferito in seguito a un’incursione delle truppe tedesche che stanno convergendo su Introbio. Morirà il giorno successivo all’ospedale di Lecco, mentre il diciottenne Denti Giuseppe viene ucciso lo stesso giorno a Bellano; due soldati italiani, Emilio Puppato e Aristide Valsecchi vengono catturati e fucilati a Lecco.  Durante la ritirata, vengono, inoltre, incendiati rifugi e baite e prelevati nei paesi uomini di giovane età, che saranno poi deportati in Germania. Questo il bilancio dell’operazione: 15 morti (tra cui 11 tedeschi e 4 partigiani); 37 feriti (32 tedeschi e 5 partigiani); 20 catturati (in gran parte ex prigionieri di guerra alleati)."
atlante_stragi,nn,"Cascina La Motta, Rodigo, 27-28.04.1945",1945-04-27,27 aprile 1945,Cascina La Motta,45.1988081,10.6254724,Mantua,Lombardia,Italia,nazifascisti,ritirata,2,"Rodigo viene liberata dai partigiani della 123. brg Garibaldi – Sap M. Corradini il 23 aprile 1945. Il 25 aprile una squadra Sap di pattuglia si imbatte in un gruppo di soldati tedeschi. Segue un conflitto a fuoco durante il quale resta ucciso il partigiano Antenore Comola e ferito a un braccio il partigiano Giorgio Giorgi. La notte del 27 aprile un giunge in paese da Bagnola San Vito un gruppo misto di nazifascisti, formato da repubblichini delle Fiamme bianche e artiglieri della Flack tedesca, che spara ripetutamente contro la sede del dopolavoro, ex caserma della Gnr e ora ricovero di partigiani. Uno di questi si lancia dalla finestra e atterra in mezzo ai fascisti che lo catturano e percuotono a morte nei pressi della cascina La Motta, per poi abbandonarlo sul ciglio della strada. Raccolto dalla gente del posto, viene portato all’ospedale di Asola dove decede il giorno successivo. Dopo l’omicidio, il gruppo prosegue la sua marcia imbattendosi nel partigiano Riccò che, udendo gli spari, era uscito con il fucile per dare manforte ai compagni. Tra l’uomo e il gruppo scoppia un impari conflitto a fuoco in cui il primo soccombe e viene finito a colpi di baionetta."
atlante_stragi,fucilazione,"Cimitero degli Angeli, Mantova, 04.03.1945",1945-03-04,4 marzo 1945,Cimitero degli Angeli,45.1549642,10.7521427,Mantua,Lombardia,Italia,nazifascisti,rappresaglia,2,"Partigiano del 2° distaccamento della 122^ Brg Garibaldi Po, viene arrestato il 2 dicembre 44 da militi della BN di Poggio. Sottoposto a duri interrogatori, viene indotto a rivelare i nomi di alcuni compagni. Il 20 dicembre, in seguito ad un attacco partigiano che provoca a Gonzaga la morte di 15 soldati tedeschi e di 5 italiani della Gnr viene ordinata una rappresaglia che prevede la fucilazione di decine di prigionieri tra cui Brondolin. Temporaneamente graziato, resta per lungo tempo in carcere finchè viene condannato a morte con sentenza pronunciata dal Capitano Lelio Fabrizi, responsabile dell’Ufficio politico, in nome della Wermacht. Viene quindi condotto davanti al plotone di esecuzione che spara senza colpirlo e viene finito a revolverate da un ufficiale tedesco che assisteva all’esecuzione."
atlante_stragi,"fucilazione,uccisione con armi da fuoco","Corte Panzina, Virgilio, 26.04.1945",1945-04-26,26 aprile 1945,Corte Panzina,45.1136006,10.7827168,Mantua,Lombardia,Italia,nazifascisti,ritirata,8,"La guarnigione mista al comando del tenente Pfefferkorn in ripiegamento sta tentando di raggiungere il Garda e la Val d’Adige. La colonna è armata e conta pi di 250 uomini. Arrivando in paese prendono possesso della cascina detta Corte Panzina, rinchiudendo come prigionieri gli abitanti della casa e altri ostaggi che avevano con sé i militari, in totale 86 persone. Il Cln di Romarone organizza la difesa contro la colonna arrivata in zona e allerta il comando alleato di Mantova. Mentre si svolgono questi preparativi, un gruppo di nazifascisti che sta pattugliando i dintorni sorprende quattro patrioti armati della brg Matteotti e li fucila insieme a un giovane soldato austriaco che sembra si fosse opposto alla fucilazione. Poco dopo vengono catturati due giovanissimi partigiani, rinchiusi nella cascina e poi, per ordine del comandante, portati in cortile davanti al plotone di esecuzione. Uno dei due riesce a fuggire, mentre l’altro viene fucilato. Nella notte la colonna riprende il suo cammino, ma prima di lasciare il paese uccidono un anziano che fuggiva impaurito."
cdec,vittima della Shoah,"Polacco, Cesare",1944-06-06,6 giugno 1944,Quingentole,45.0391,11.0458,Mantua,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,tortura a morte,CARCERE DI SAN VITTORE MILANO 23.02.1944,1944-02-23,23 febbraio 1944,Carcere di San Vittore,45.4600816,9.1713335,Milano,Lombardia,Italia,nazifascisti,punitivo,2,"Arrestato il 21 febbraio 1944 unitamente al suo coadiutore don Tommaso Rota e ad altri collaboratori dei partigiani operanti nel lecchese. Dopo un interrogatorio notturno nelle carceri di Bergamo, l'indomani mattina fu portato a Milano all'albergo Regina, sede dell’Aussenkommnando  interprovinciale della Sicherheitspolizei-SD. A lungo torturato, alla sera fu tradotto in condizioni pietose nel carcere di San Vittore dove spirava nel corso della notte in seguito a ulteriori sevizie infertegli dagli agenti dell’Ufficio speciale dell’UPI milanese diretti dal tenente Manlio Melli.Il comando della SipoSD emanerà un comunicato attribuendo la morte di don Bolis ad “aneurisma polmonare”. Il cadavere di don Bolis fu reclamato dal cardinale di Milano Ildefonso Schuster ma a nessuno fu consentito di vedere la salma. Le esequie di don Bolis si svolsero a Milano con la partecipazione di tutte la autorità religiose locali. Luigi Ceraso, ex guardia carceraria in seguito deportato perché scoperto ad aiutare i detenuti (come Sebastiano Pieri, agente di custodia), in Fu massacrato dalle SS di Saevecke Don Bolis parroco di Calolziocorte (“La Giustizia”, 16 maggio 1963) racconta che:“venne condotto in una cella quasi di fronte alla mia, al VI raggio. Lo vidi entrare sbirciando attraverso lo spioncino della mia cella. Era accompagnato da militi delle SS e da fascisti italiani. Grondava sangue e non si reggeva in piedi. La notte seppi che Don Bolis era morto. [...] un infermiere di San Vittore, che successivamente venne deportato in Germania, un certo Pieri, mi disse testualmente: “Don Bolis è stato massacrato” 1.E poi:“Don Achille Bolis fu, non appena giunto dall'hôtel Regina, condotto nell'Ufficio matricola e lì selvaggiamente battuto dal tenente Melli, dell'Ufficio politico investigativo, e da alcuni graduati tedeschi. Era tutto insanguinato e sulle ferite dell'anziano sacerdote con un pennello avevano passato dell'inchiostro. Me lo affidarono perché lo portassi in cella. Cosa che io feci, scortato da soldati italiani e tedeschi. Poiché la cella era priva della regolamentare lampadina, mi assentai pochi minuti per andare a prelevarne una. Intanto Don Bolis, il cui viso era tutto insanguinato e gli abiti laceri per le percosse ricevute, aveva cominciato a spogliarsi. Quando di lì a cinque minuti riaprii la porta della cella, Don Bolis era sulla branda, già cadavere”."
cdec,vittima della Shoah,"Carmi, Ida Gina",1943-11-17,17 novembre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Della Rocca, Gina",1943-11-17,17 novembre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Finzi, Greca Nella",1943-11-17,17 novembre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,rastrellamento,1,Auschwitz
cdec,vittima della Shoah,"Foà, Alberto",1943-10-31,31 ottobre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,rastrellamento,1,Auschwitz
cdec,vittima della Shoah,"Luisada, Augusto",1943-11-17,17 novembre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Luisada, Clara",1943-11-17,17 novembre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,rastrellamento,1,Auschwitz
cdec,vittima della Shoah,"Luisada, Franco David",1943-11-17,17 novembre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,rastrellamento,1,Auschwitz
cdec,vittima della Shoah,"Luisada, Piero",1943-11-17,17 novembre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,rastrellamento,1,Auschwitz
cdec,vittima della Shoah,"Morais, Giorgina",1943-11-01,1 novembre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Morais, Leonello",1943-11-01,1 novembre 1943,Cassano d'Adda,45.5264,9.51528,Milano,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,impiccagione,"Garbagnate Milanese, 17.11.1944",1944-11-17,17 novembre 1944,Garbagnate Milanese,45.5755975,9.075436,Milano,Lombardia,Italia,nazifascisti,punitivo,2,"Nella mattinata del 3 novembre si presentarono all’ospedale di Garbagnate alcuni squadristi della brigata nera di stanza a Bollate, i quali perquisirono l'ufficio e il domicilio del capo infermiere Arialdo Bianchi e portarono alla caserma di Bollate lui e il vice capo Giovanni Gianetti. Contemporaneamente venivano arrestati il capo disinfettatore Emilio Lattuada e l'infermiere Beniamino Ortolani. I due capi infermieri furono rilasciati il giorno dopo, mentre il Lattuada e l'Ortolani furono trasferiti a S. Vittore, dopo una serie di percosse e di violenze, e successivamente inviati nei campi di sterminio tedeschi. Il Lattuada mori nei giorni in cui terminava la guerra, l'Ortolani poté tornare in patria ma gravemente minato nel fisico morì poco dopo"".""Nella notte del 14 novembre le brigate nere tornarono in ospedale ed arrestarono la dottoressa Osvalda Borelli, aiuto primario, crudelmente seviziata nella caserma di Bollate. Il giorno dopo brigatisti neri e SS italiane bloccarono tutto l'ospedale e arrestarono il dottor Lionello Ribotto, aiuto primario, l'infermiere Luigi Mantica in servizio al centralino telefonico, il dottor Angelo Pasquale, il dottor Mario Gandini, consulente laringologo, il capo infermiere Arialdo Bianchi mentre, nel suo domicilio di Milano veniva arrestato il primario Virgilio Ferrari"". Mantica, portato a Bollate, fu torturato a lungo e, dopo tre giorni, il suo cadavere fu riportato a Garbagnate affermando che si era suicidato e con il divieto di esaminarlo. Accertamenti successivi rilevarono che Mantica era deceduto per impiccagioneTestimonianza del professore Luigi Cogo, ex primario dell'ospedale, allora in servizio in sanatorio, rilasciata il 17 novembre 1984 in occasione del 40° anniversario di quegli eventi.«Triangolo rosso», aprile 1996."""
cdec,vittima della Shoah,"Colombo, Tullio",1943-10-29,29 ottobre 1943,Milano,45.46427,9.18951,Milano,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,nn
cdec,vittima della Shoah,"Romano, Ferdinando Vittorio",1944-03-03,3 marzo 1944,Milano,45.46427,9.18951,Milano,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,nn
cdec,vittima della Shoah,"Vitta Zelman, Ferruccio",1943-10-05,5 ottobre 1943,Milano,45.46427,9.18951,Milano,Lombardia,Italia,nazifascisti,Morto/a in eccidio,1,Auschwitz
cdec,vittima della Shoah,"Zamorani, Ilda",1943-11-06,6 novembre 1943,Milano,45.46427,9.18951,Milano,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,tortura a morte,MILANO 14.03.1945,1945-03-14,14 marzo 1945,Milano,45.4654219,9.1859243,Milano,Lombardia,Italia,nazifascisti,punitivo,2,"Partigiano della 110. brigata Garibaldi SAP, operò a Milano e in Valtaleggio con la 86. brigata Garibaldi. Ritornato a Milano, il 14 marzo 1945 cadde in un agguato tesogli a Crescenzago da due agenti in borghese della SS italiana. Ferito a un polmone fu trasportato a Monza e poi abbandonato per strada dopo avergli spezzato le gambe e averlo ripetutamente colpito al capo con un corpo contundente."
cdec,vittima della Shoah,"Vitta Zelman, Trieste",1943-10-05,5 ottobre 1943,Paderno Dugnano,45569,9.16483,Milano,Lombardia,Italia,nazifascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,fucilazione,"Pessano con Bornago, Milano, 09.03.1945",1945-03-09,9 marzo 1945,Pessano con Bornago,45.5516006,9.3882226,Milano,Lombardia,Italia,nazifascisti,rappresaglia,8,L'8 marzo 1945 l'assalto di una Squadra d'Azione Partigiana ferì un ufficiale tedesco; il giorno dopo vennero fucilati per rappresaglia sette prigionieri politici prelevati dal carcere di Monza.
